locus_tag	gene_name	start_site	end_site	gene_length	GCF_000020105	SRR16683632	SRR16683565	SRR16683636	SRR16683577	SRR16683553	SRR16683578	SRR16683562	SRR16683567	SRR16683628	SRR16683638	SRR16683561	SRR16683728	SRR16683781	SRR16683630	SRR16683624	SRR16683623	SRR16683627	SRR16683614	SRR16683736	SRR16683620	SRR16683631	SRR16683519	SRR16683729	SRR16683803	SRR16683621	SRR16683629	SRR16683570	SRR16683637	SRR16683572	SRR16683554	SRR16683566	SRR16683639	SRR16683569	SRR16683617	SRR16683571	SRR16683726	SRR16683523	SRR16683633	SRR16683642	SRR16683555	SRR16683634	SRR16683568	SRR16683575	SRR16683556	SRR16683517	SRR16683758	SRR16683618	SRR16683770	SRR16683640	SRR16683573	SRR16683615	SRR16683625	SRR16683622	SRR16683626	SRR16683558	SRR16683792	SRR16683727	SRR16683619	SRR16683580	SRR16683814	SRR16683747	SRR16683522	SRR16683518	SRR16683521	SRR16683635	SRR16683557	SRR16683559	SRR16683564	SRR16683576	SRR16683579	SRR16683616	SRR16683520	SRR16683560
NGK_RS00055		12094	12306	213	0.0	0.004694835680751174	0.0	0.004694835680751174	0.0	0.0	0.0	0.004694835680751174	0.004694835680751174	0.004694835680751174	0.004694835680751174	0.004694835680751174	0.004694835680751174	0.004694835680751174	0.0	0.004694835680751174	0.0	0.004694835680751174	0.004694835680751174	0.004694835680751174	0.0	0.004694835680751174	0.0	0.004694835680751174	0.004694835680751174	0.004694835680751174	0.004694835680751174	0.0	0.004694835680751174	0.004694835680751174	0.0	0.0	0.0	0.004694835680751174	0.004694835680751174	0.0	0.004694835680751174	0.0	0.0	0.004694835680751174	0.004694835680751174	0.004694835680751174	0.0	0.0	0.0	0.0	0.004694835680751174	0.004694835680751174	0.004694835680751174	0.004694835680751174	0.0	0.0	0.004694835680751174	0.004694835680751174	0.004694835680751174	0.0	0.004694835680751174	0.0	0.0	0.0	0.004694835680751174	0.0	0.0	0.0	0.0	0.004694835680751174	0.0	0.004694835680751174	0.0	0.004694835680751174	0.004694835680751174	0.0	0.0	0.0
NGK_RS00060		12416	12727	312	0.0	0.003205128205128205	0.0	0.003205128205128205	0.0	0.0	0.009615384615384616	0.009615384615384616	0.009615384615384616	0.003205128205128205	0.003205128205128205	0.0	0.003205128205128205	0.009615384615384616	0.009615384615384616	0.003205128205128205	0.0	0.01282051282051282	0.0	0.009615384615384616	0.0	0.009615384615384616	0.0	0.009615384615384616	0.009615384615384616	0.003205128205128205	0.003205128205128205	0.01282051282051282	0.003205128205128205	0.009615384615384616	0.0	0.0	0.0	0.009615384615384616	0.0	0.0	0.01282051282051282	0.0	0.0	0.009615384615384616	0.009615384615384616	0.003205128205128205	0.009615384615384616	0.0	0.0	0.0	0.009615384615384616	0.009615384615384616	0.009615384615384616	0.003205128205128205	0.0	0.0	0.009615384615384616	0.003205128205128205	0.01282051282051282	0.0	0.009615384615384616	0.0	0.0	0.0	0.009615384615384616	0.0	0.0	0.0	0.01282051282051282	0.009615384615384616	0.0	0.009615384615384616	0.0	0.009615384615384616	0.003205128205128205	0.0	0.0	0.009615384615384616
NGK_RS00065		12724	13091	368	0.0	0.0	0.0	0.0	0.0	0.0	0.03804347826086957	0.0	0.002717391304347826	0.0	0.0	0.002717391304347826	0.0	0.002717391304347826	0.03804347826086957	0.0	0.002717391304347826	0.002717391304347826	0.002717391304347826	0.002717391304347826	0.002717391304347826	0.002717391304347826	0.0	0.002717391304347826	0.0	0.0	0.0	0.03804347826086957	0.0	0.002717391304347826	0.0	0.005434782608695652	0.002717391304347826	0.002717391304347826	0.002717391304347826	0.0	0.002717391304347826	0.0	0.002717391304347826	0.0	0.002717391304347826	0.0	0.03804347826086957	0.005434782608695652	0.005434782608695652	0.005434782608695652	0.002717391304347826	0.002717391304347826	0.002717391304347826	0.0	0.005434782608695652	0.002717391304347826	0.005434782608695652	0.0	0.002717391304347826	0.005434782608695652	0.002717391304347826	0.002717391304347826	0.005434782608695652	0.002717391304347826	0.0	0.005434782608695652	0.0	0.0	0.035326086956521736	0.002717391304347826	0.0	0.0	0.005434782608695652	0.002717391304347826	0.0	0.002717391304347826	0.0	0.03804347826086957
NGK_RS00075		13981	14066	86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NGK_RS00080	secG	14080	14430	351	0.0	0.0	0.0	0.0	0.0	0.0	0.022792022792022793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022792022792022793	0.0	0.002849002849002849	0.002849002849002849	0.002849002849002849	0.0	0.002849002849002849	0.002849002849002849	0.0	0.0	0.002849002849002849	0.0	0.0	0.022792022792022793	0.0	0.0	0.0	0.002849002849002849	0.002849002849002849	0.0	0.0	0.0	0.0	0.0	0.002849002849002849	0.0	0.0	0.0	0.022792022792022793	0.005698005698005698	0.002849002849002849	0.002849002849002849	0.0	0.002849002849002849	0.0	0.0	0.002849002849002849	0.002849002849002849	0.005698005698005698	0.0	0.002849002849002849	0.002849002849002849	0.0	0.002849002849002849	0.002849002849002849	0.002849002849002849	0.002849002849002849	0.002849002849002849	0.0	0.0	0.022792022792022793	0.0	0.0	0.002849002849002849	0.002849002849002849	0.0	0.0	0.002849002849002849	0.0	0.022792022792022793
NGK_RS00085	tpiA	14437	15210	774	0.0	0.002583979328165375	0.0	0.002583979328165375	0.0	0.0	0.015503875968992248	0.002583979328165375	0.002583979328165375	0.002583979328165375	0.002583979328165375	0.002583979328165375	0.002583979328165375	0.002583979328165375	0.015503875968992248	0.002583979328165375	0.002583979328165375	0.002583979328165375	0.002583979328165375	0.002583979328165375	0.002583979328165375	0.002583979328165375	0.0	0.002583979328165375	0.003875968992248062	0.002583979328165375	0.002583979328165375	0.015503875968992248	0.002583979328165375	0.002583979328165375	0.0	0.002583979328165375	0.002583979328165375	0.002583979328165375	0.002583979328165375	0.0	0.002583979328165375	0.0	0.002583979328165375	0.002583979328165375	0.002583979328165375	0.002583979328165375	0.015503875968992248	0.002583979328165375	0.002583979328165375	0.002583979328165375	0.002583979328165375	0.002583979328165375	0.002583979328165375	0.002583979328165375	0.002583979328165375	0.002583979328165375	0.003875968992248062	0.002583979328165375	0.002583979328165375	0.002583979328165375	0.002583979328165375	0.002583979328165375	0.002583979328165375	0.002583979328165375	0.003875968992248062	0.002583979328165375	0.0	0.0	0.015503875968992248	0.002583979328165375	0.0	0.003875968992248062	0.003875968992248062	0.002583979328165375	0.002583979328165375	0.002583979328165375	0.0	0.015503875968992248
NGK_RS00090		15393	15896	504	0.0	0.003968253968253968	0.0	0.003968253968253968	0.0	0.0	0.03571428571428571	0.003968253968253968	0.001984126984126984	0.003968253968253968	0.003968253968253968	0.003968253968253968	0.003968253968253968	0.001984126984126984	0.03571428571428571	0.003968253968253968	0.003968253968253968	0.003968253968253968	0.003968253968253968	0.007936507936507936	0.003968253968253968	0.001984126984126984	0.0	0.003968253968253968	0.001984126984126984	0.003968253968253968	0.003968253968253968	0.03571428571428571	0.003968253968253968	0.007936507936507936	0.0	0.001984126984126984	0.003968253968253968	0.007936507936507936	0.003968253968253968	0.0	0.005952380952380952	0.0	0.003968253968253968	0.003968253968253968	0.007936507936507936	0.003968253968253968	0.03571428571428571	0.001984126984126984	0.001984126984126984	0.001984126984126984	0.003968253968253968	0.001984126984126984	0.001984126984126984	0.003968253968253968	0.001984126984126984	0.003968253968253968	0.003968253968253968	0.003968253968253968	0.003968253968253968	0.001984126984126984	0.001984126984126984	0.003968253968253968	0.001984126984126984	0.003968253968253968	0.001984126984126984	0.001984126984126984	0.0	0.0	0.03571428571428571	0.003968253968253968	0.0	0.001984126984126984	0.007936507936507936	0.001984126984126984	0.003968253968253968	0.003968253968253968	0.0	0.03571428571428571
NGK_RS00095		15999	16655	657	0.0	0.0015220700152207	0.0	0.0015220700152207	0.0	0.0	0.0258751902587519	0.0015220700152207	0.0030441400304414	0.0015220700152207	0.0015220700152207	0.0015220700152207	0.0015220700152207	0.0030441400304414	0.0258751902587519	0.0015220700152207	0.0030441400304414	0.0045662100456621	0.0015220700152207	0.0030441400304414	0.0030441400304414	0.0045662100456621	0.0	0.0030441400304414	0.0015220700152207	0.0015220700152207	0.0015220700152207	0.0258751902587519	0.0015220700152207	0.0030441400304414	0.0	0.0015220700152207	0.0030441400304414	0.0030441400304414	0.0015220700152207	0.0	0.0045662100456621	0.0	0.0030441400304414	0.0015220700152207	0.0030441400304414	0.0015220700152207	0.0258751902587519	0.0015220700152207	0.0015220700152207	0.0015220700152207	0.0030441400304414	0.0045662100456621	0.0030441400304414	0.0015220700152207	0.0015220700152207	0.0030441400304414	0.0060882800608828	0.0015220700152207	0.0045662100456621	0.0015220700152207	0.0030441400304414	0.0030441400304414	0.0015220700152207	0.0030441400304414	0.0015220700152207	0.0015220700152207	0.0	0.0	0.0258751902587519	0.0030441400304414	0.0	0.0015220700152207	0.0030441400304414	0.0030441400304414	0.0015220700152207	0.0030441400304414	0.0	0.0258751902587519
NGK_RS00100		16736	17059	324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NGK_RS00105	tdfF	17322	19489	2168	0.0	0.0013837638376383763	0.00046125461254612545	0.0013837638376383763	0.00046125461254612545	0.00046125461254612545	0.0018450184501845018	0.0013837638376383763	0.00046125461254612545	0.0013837638376383763	0.0013837638376383763	0.0009225092250922509	0.0013837638376383763	0.00046125461254612545	0.0018450184501845018	0.0013837638376383763	0.0009225092250922509	0.0023062730627306273	0.0018450184501845018	0.0013837638376383763	0.0009225092250922509	0.0013837638376383763	0.00046125461254612545	0.0009225092250922509	0.0018450184501845018	0.0013837638376383763	0.0013837638376383763	0.0018450184501845018	0.0013837638376383763	0.0013837638376383763	0.00046125461254612545	0.0013837638376383763	0.0009225092250922509	0.0013837638376383763	0.0013837638376383763	0.00046125461254612545	0.0018450184501845018	0.00046125461254612545	0.0009225092250922509	0.0023062730627306273	0.0013837638376383763	0.0013837638376383763	0.0018450184501845018	0.0009225092250922509	0.0013837638376383763	0.0013837638376383763	0.0009225092250922509	0.0013837638376383763	0.0009225092250922509	0.0013837638376383763	0.0013837638376383763	0.0009225092250922509	0.0013837638376383763	0.0013837638376383763	0.0023062730627306273	0.0013837638376383763	0.00046125461254612545	0.0009225092250922509	0.0013837638376383763	0.0009225092250922509	0.0018450184501845018	0.0009225092250922509	0.00046125461254612545	0.00046125461254612545	0.0018450184501845018	0.0009225092250922509	0.00046125461254612545	0.0018450184501845018	0.0013837638376383763	0.0009225092250922509	0.0013837638376383763	0.0009225092250922509	0.00046125461254612545	0.0018450184501845018
NGK_RS00110		19752	20075	324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0030864197530864196	0.0	0.0	0.0	0.0	0.0
NGK_RS00115		20108	21079	972	0.0	0.00102880658436214	0.0	0.00102880658436214	0.0	0.0	0.00205761316872428	0.0	0.0	0.00102880658436214	0.00102880658436214	0.0	0.00102880658436214	0.0	0.00205761316872428	0.00102880658436214	0.0	0.00102880658436214	0.0	0.0	0.0	0.00102880658436214	0.0	0.00102880658436214	0.0	0.00102880658436214	0.00102880658436214	0.00205761316872428	0.00102880658436214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00205761316872428	0.0	0.0	0.00205761316872428	0.0	0.00102880658436214	0.00205761316872428	0.00205761316872428	0.0	0.0	0.0	0.00102880658436214	0.0	0.00102880658436214	0.0	0.0	0.00102880658436214	0.00102880658436214	0.00102880658436214	0.0	0.0	0.0	0.0	0.0	0.0	0.00205761316872428	0.0	0.0	0.00205761316872428	0.00102880658436214	0.0	0.0	0.0	0.0	0.00102880658436214	0.0	0.0	0.00205761316872428
NGK_RS00120		21315	22271	957	0.0	0.0020898641588296763	0.0020898641588296763	0.0020898641588296763	0.0020898641588296763	0.0020898641588296763	0.0020898641588296763	0.003134796238244514	0.0010449320794148381	0.0020898641588296763	0.0020898641588296763	0.0020898641588296763	0.0020898641588296763	0.0010449320794148381	0.0020898641588296763	0.0020898641588296763	0.0020898641588296763	0.0020898641588296763	0.0020898641588296763	0.0010449320794148381	0.0010449320794148381	0.0020898641588296763	0.0020898641588296763	0.0010449320794148381	0.0020898641588296763	0.0020898641588296763	0.0020898641588296763	0.0020898641588296763	0.0020898641588296763	0.0010449320794148381	0.0020898641588296763	0.0010449320794148381	0.0010449320794148381	0.0010449320794148381	0.0020898641588296763	0.0020898641588296763	0.003134796238244514	0.0020898641588296763	0.0010449320794148381	0.0020898641588296763	0.0010449320794148381	0.0020898641588296763	0.0020898641588296763	0.0041797283176593526	0.0010449320794148381	0.0010449320794148381	0.0010449320794148381	0.0020898641588296763	0.0010449320794148381	0.0020898641588296763	0.0010449320794148381	0.0020898641588296763	0.003134796238244514	0.0020898641588296763	0.0020898641588296763	0.0010449320794148381	0.0010449320794148381	0.0010449320794148381	0.0010449320794148381	0.0010449320794148381	0.0020898641588296763	0.0041797283176593526	0.0020898641588296763	0.0020898641588296763	0.0020898641588296763	0.0010449320794148381	0.0020898641588296763	0.0020898641588296763	0.0020898641588296763	0.0010449320794148381	0.0020898641588296763	0.0020898641588296763	0.0020898641588296763	0.0020898641588296763
NGK_RS00125		22384	24399	2016	0.0	0.000496031746031746	0.000992063492063492	0.000496031746031746	0.000992063492063492	0.000992063492063492	0.000992063492063492	0.001984126984126984	0.000992063492063492	0.000496031746031746	0.000496031746031746	0.000992063492063492	0.000496031746031746	0.000992063492063492	0.000992063492063492	0.000496031746031746	0.001488095238095238	0.000496031746031746	0.000992063492063492	0.001488095238095238	0.001984126984126984	0.000496031746031746	0.000992063492063492	0.000992063492063492	0.001984126984126984	0.000496031746031746	0.000496031746031746	0.000992063492063492	0.000496031746031746	0.001488095238095238	0.000992063492063492	0.001984126984126984	0.001984126984126984	0.001488095238095238	0.00248015873015873	0.000992063492063492	0.000992063492063492	0.000992063492063492	0.001984126984126984	0.000992063492063492	0.001488095238095238	0.000496031746031746	0.000992063492063492	0.000496031746031746	0.001984126984126984	0.001984126984126984	0.000992063492063492	0.000496031746031746	0.000992063492063492	0.000496031746031746	0.001984126984126984	0.001488095238095238	0.001488095238095238	0.000496031746031746	0.000496031746031746	0.001984126984126984	0.000992063492063492	0.001984126984126984	0.001984126984126984	0.001984126984126984	0.001984126984126984	0.000496031746031746	0.000992063492063492	0.000992063492063492	0.000992063492063492	0.000992063492063492	0.000992063492063492	0.001984126984126984	0.001488095238095238	0.000992063492063492	0.000496031746031746	0.001488095238095238	0.000992063492063492	0.000992063492063492
